#OTU ID	S1-1	S1-2	S1-3	S2-1	S2-2	S4-1	S4-2	S4-3	S6-1	S6-2	S6-3	S7-1	S7-2	S7-3	S8-1	S8-2	S8-3	S9-1	S9-2	S9-3	S11-1	S11-2	S11-3	S12-1	S12-2	S12-3	S13-2	S13-3	S14-1	S14-2	S14-3	S15-1	S15-2	S15-3	S16-1	S16-2	S16-3	S17-1	S17-2	S17-3	S18-1	S18-2	S18-3	S19-1	S19-2	S19-3	S20-1	S20-2	S20-3	S21-1	S21-2	S21-3	S22-1	S22-2	S22-3	S23-1	S23-2	S23-3	S24-1	S25-1	S25-2	S25-3	S28-1	S28-2	S28-3	S29-1	S29-2	S29-3	S30-1	S31-1	S31-2	S31-3	S32-1	S32-2	S32-3	S33-1	S33-2	S33-3	S34-1	S34-2	S34-3	S35-1	S35-2	S35-3	S37-2	S37-3	S38-1	S38-2	S38-3	S40-1	S40-2	S40-3	S41-1	S41-2	S42-1	S42-2	S42-3	S47-1	S47-2	S47-3	S48-1	S48-2	S48-3	S49-1	S49-2	S49-3	S50-1	S52-1	S52-2	S53-1	S53-2	S53-3	S55-1	S55-2	S55-3	S56-1	S56-2	S56-3	S57-1	S57-2	S57-3
ASV53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10128	714	4103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV54	0	0	0	0	0	0	0	0	0	0	0	0	22	0	744	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	190	19	0	0	0	0	0	0	17	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	52	148	14	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	85	245	246	0	0	0	0	4398	0	1077	551	1200	0	0	0	0	0	0	71	57	8	0	0	0	0	0	0
ASV55	6	24	5	60	0	885	174	19	3	13	3	0	0	0	83	162	33	0	0	0	0	0	0	0	0	0	8	23	234	10	0	0	0	0	0	0	0	18	13	0	1	19	16	0	0	0	0	0	0	0	0	0	72	41	118	0	0	9	0	32	94	159	0	3	7	87	123	56	40	124	19	28	0	0	0	0	0	0	0	0	7	247	122	257	20	196	163	66	43	67	0	31	0	0	15	112	8	13	127	821	0	0	0	70	192	136	0	64	12	20	57	0	0	0	0	0	422	9	0	0	0
ASV56	0	0	0	0	0	0	166	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2739	6812	35	305	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5279	237	107	0	0	0	0	0	0	0	0	0
ASV57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1711	5592	209	0	0	0	0	0	0	0	0	493	914	371	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	8	0	0	0	0	0	0
ASV59	0	0	0	45	0	899	498	8	0	0	0	24	0	0	224	207	599	0	0	8	0	0	0	0	0	0	0	0	886	715	177	0	0	0	0	0	0	0	12	0	0	16	0	0	0	0	0	0	0	0	0	0	446	760	1325	42	0	7	8	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	204	0	0	0	58	24	0	0	0	37	15	823	0	0	41	44	92	0	0	0	0	0	0	0	0	53	0	12	90	0	0	0	0	0	11	0	1191	17	0	0	0
ASV60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	133	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	3767	0	0	0	50	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	136	82	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	11031	3627	2474	0	0	0
ASV61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV62	9	0	5	26	0	18	0	0	7	0	0	0	0	0	17	34	203	50	492	405	0	0	0	0	0	0	42	59	29	9	0	0	0	0	0	0	6	97	14	70	0	29	14	0	0	0	0	0	0	0	0	0	178	60	250	0	0	0	47	8	110	627	127	10	0	0	0	0	150	207	798	215	0	0	0	0	0	0	0	0	0	142	18	15	548	948	12	15	18	132	379	301	0	0	0	0	0	383	603	933	0	11	0	67	87	148	0	5	0	16	23	27	0	11	0	257	198	156	0	14	0
ASV63	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	107	0	0	0	1246	811	17732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	141	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV64	0	0	0	43	0	0	0	0	0	0	0	97	0	41	0	0	0	0	0	0	0	0	0	152	52	526	0	0	0	0	7096	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	19	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV65	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	12	44	31	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	158	73	0	844	0	0	0	0	0	0	11	0	0	0	179	32	101	0	0	0	117	0	21	1356	0	726	0	0	0	22	147	35	156	259	0	0	0	0	0	0	215	223	1431	91	0	0	467	868	0	12	0	264	0	346	0	0	0	442	0	49	0	23	0	0	14	0	0	0	0	0	20	0	0	29	0	0	0	0	0	0	14	14	0
ASV66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	170	0	0	0	536	3679	2539	0	49	388	768	986	0	0	0	0	0	0	158	166	281	0	89	0	82	367	1160	0	0	0	29	34	0	0	0	0
ASV67	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	81	0	0	13	0	0	0	0	0	16	35	11	0	0	0	2	12	0	25	473	1405	0	0	0	0	0	0	0	23	0	0	0	0	0	81	30	0	0	0	0	0	0	0	0	0	0	0	94	1865	377	0	0	0	0	6	30	0	0	0	23	0	260	66	45	114	376	466	0	0	175	529	555	0	0	0	0	0	0	425	422	937	0	0	0	0	259	110	25	12	38	31	0	40	0	0	0
ASV68	0	0	0	24	0	0	0	0	0	0	0	185	0	0	49	589	367	0	70	319	0	0	0	0	0	0	0	0	124	14	38	0	0	0	37	39	37	104	467	2202	0	0	0	1363	678	320	0	0	0	0	0	20	445	170	378	19	0	0	0	0	0	26	0	0	0	0	0	0	214	0	64	33	481	58	101	12	0	0	0	0	0	0	0	107	0	0	51	34	0	0	0	67	0	0	0	20	0	157	0	1170	26	207	36	97	36	329	0	64	0	265	62	117	381	183	23	74	226	50	0	0	0
ASV69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4704	2821	3074	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	243	109	0	0	0	0	0	0	0	0	0	15	0	0
ASV70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	1791	577	0	0	0	21	5369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	79	123	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	112	32	15	0	2	0	0	0	0	0	0	0	0	0	0	0	37	32	0	0	0	0	0	0	0	0	0	12	0	0	0	0	275	0	0	0	0	13	0	0	24	32	0	0	0	0	0	0	68	135	247	15	46	250	2810	3338	14	15	0	0	0	0	49	26	0	0	0	83	103	36	0	13	28	0	28	129	106	40	22	31	35	32	0	0	0
ASV72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6972	6834	1785	0	0	0	240	736	0	0	0	200	68	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	586	123	0	0	0
ASV73	0	0	0	515	16	552	89	9	0	0	0	0	0	0	46	455	82	87	158	633	0	0	0	0	0	0	0	0	853	2412	2031	0	0	0	0	0	0	30	54	65	1	26	0	0	0	0	0	0	0	24	57	24	1869	682	1225	42	92	22	24	0	0	0	0	0	0	0	0	0	64	0	0	0	30	120	112	12	23	0	71	21	2473	0	0	0	146	64	0	0	0	176	58	143	0	0	761	1546	983	0	0	41	0	0	0	69	206	83	0	214	451	0	0	0	46	88	283	4449	5800	3499	0	0	0
ASV74	0	0	0	0	0	41	18	0	0	0	0	0	0	0	24	51	83	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	112	29	1	0	0	0	0	0	0	0	0	0	0	0	148	26	55	0	0	0	0	0	16	123	0	0	0	0	0	0	225	162	1010	44	21	0	0	0	0	0	0	0	0	0	0	0	360	2688	0	0	0	217	219	2536	0	0	0	46	13	220	109	84	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	10	44	0
ASV75	14	14	5	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2250	621	1343	0	0	0	0	0	0	0	523	10	0	0	0	634	1350	494	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	307	0	0	0	0	0	121	42	0	0	0	0	0	0	0	0	0	222	126	0
ASV76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV77	0	0	0	260	0	179	2633	6025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042	0	0	0	0	1688	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV78	184	19	68	0	0	0	0	0	220	644	699	0	0	0	0	9	0	21	54	32	25	28	0	0	0	0	195	137	0	0	0	349	401	579	0	0	0	0	0	0	0	1836	1536	0	0	0	86	109	30	0	0	0	0	13	0	0	0	0	13	80	348	125	0	6	227	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	26	0	25	0	0	0	0	20	17	42	56	19	0	0	0	226	601	137	339	584	6
ASV79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4644	1364	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV81	20	0	28	0	0	65	100	0	0	72	17	57	23	0	0	0	0	0	0	0	0	13	0	0	409	0	283	409	0	0	0	3294	1739	546	155	31	0	0	0	0	0	43	102	0	0	0	79	96	17	0	0	0	0	0	0	0	0	0	0	12	26	0	0	20	0	0	0	0	0	0	0	0	21	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	34	0	0	0	0	0	0	0	104	144	11
ASV82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	7474	0	0	0	0	0	0	0	0	0	0	0	0
ASV83	12	0	0	91	32	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	95	100	63	0	25	0	70	97	10	78	0	257	175	53	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	619	38	0	64	46	0	0	0	0	0	21	0	0	0	536	6	0	0	0	0	0	0	9	30	0	0	0	0	0	0	0	0	0	0	72	346	898	25	27	12	0	0	0	0	0	0	0	0	0	672	84	235	16	11	13	581	867	1989	21	0	0
ASV84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	4967	75	811	143	127	86	0	225	44	0	0	0	0	0	0	0	0	0	0	1446	108	687	0	51	0	85	141	0	0	0	555	504	0	0	0	43	0	0	41	51	255	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV85	0	0	0	0	0	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	156	1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	118	107	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	84	0	0	0	0	0	0	0	0	50	0	0	0	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	2163	2789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	12	25	0	23	0	0	0	0	0	0	0	0	0	0	0	307	32	136	0	0	0	0	0	0	0	0	1652	1373	0	0	0	75	62	13	155	82	68	0	0	0	3584	11	94	0	0	0	0	0	0	0	0	0	0	0	0
ASV87	0	0	0	10084	0	237	174	41	0	0	0	0	0	0	0	0	0	0	1297	1405	0	0	0	0	0	0	0	0	518	946	368	0	0	0	0	0	0	0	124	390	0	317	0	0	0	0	0	0	0	0	0	0	1466	1187	1314	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	224	153	2135	0	0	0	128	0	0	0	0	0	0	0	0	0	1892	292	449	0	0	0	973	0	0	0	0	193	0	0	140	0	0	0	0	0	60	269	366	152	0	0	0
ASV88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	115	0	0	0	0	0	0	0	0	0	0	0	0	0	227	46	50	0	0	0	233	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	10	58	0	0	17	65	0	0	0	0	0	0	0	2969	3124	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV89	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	12	0	28	5	11	0	0	0	0	0	0	0	0	16	180	16	0	0	0	0	0	0	38	69	22	0	7	0	0	0	0	0	0	0	0	0	0	29	103	194	0	0	0	0	0	26	30	0	0	0	0	0	0	30	9	270	20	0	0	47	0	0	0	0	2	14	0	0	83	57	110	36	39	81	93	139	254	11	11	275	598	378	0	129	25	13	0	0	0	0	0	0	0	0	0	9	61	0	0	0	1048	1455	1187	0	0	0
ASV90	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	2161	808	177	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	35	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	1986	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	46	20	288	162	152	0	0	0	0	0	0
ASV91	0	0	0	0	0	18	0	0	16	7	0	560	184	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	28	7	0	0	0	0	0	12	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	72	11	90	11	0	0	23	39	36	680	15	0	0	0	0	0	0	23	0	0	76	21	210	0	83	42	336	636	1019	1132	8	0	0	146	96	0	0	0	344	89	107	0	0	0	571	269	147	0	31	0	14	111	21	20	14	6	0	0	0	81	117	44
ASV92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3675	2207	1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	52	6	0	0	0	0	0	0
ASV93	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	97	0	0	0	0	0	0	0	83	18	26	0	148	0	0	21	16	0	0	0	0	0	0	7	13	0	16	0	0	111	0	0	0	0	4	0	59	39	55	0	862	128	0	0	0	0	0	0	0	0	0	0	19	0	0	19	32	1392	987	1596	24	12	82	28	28	0	0	0	43	33	43	0	0	0	0	41	0	0	159	0	0	0	0	193	137	39	85	171	810	15	64	6
ASV94	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	72	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	183	173	199	349	0	0	0	33	36	0	0	0	51	5246	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV95	0	0	0	0	0	0	12	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2875	2498	0	0	0	0	0	0	0	0	0	0	3	0	0	3498	372	357	0	0	0	0	0	0	0	36	22	52	223	267	2117	0	0	0	0	0	0	181	106	188	0	76	0	0	0	0	76	46	88	0	0	0	0	0	30	0	0	0	99	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	72	32	0	0	0	0	0	0
ASV96	0	0	0	0	0	0	0	13	7	7	4	0	0	0	6	17	16	36	0	44	0	0	0	8	0	34	0	0	0	0	0	0	0	0	0	0	0	19	13	21	0	33	0	22	78	39	0	0	0	17	0	9	0	0	0	68	0	0	0	410	213	906	0	7	0	0	0	0	0	386	118	43	100	0	233	134	337	48	0	0	0	0	0	0	57	172	39	35	71	5	0	0	0	0	0	21	0	1090	236	298	0	0	0	67	123	158	0	8	0	218	1082	131	44	22	14	14	20	19	21	32	0
ASV97	93	129	141	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	567	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	49	0	0	25	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	94	30	0	26	0	0	0	0	0	0	0	0	0	0	0	0	40	0	566	3600	1282	0	0	0	0	32	48	29	138	24	0	0	0	0	0	0	39	38	0
ASV98	0	0	0	90	8	0	0	0	0	0	0	158	0	466	0	11	211	12	0	0	0	0	0	0	0	0	0	0	96	9	261	0	0	0	0	0	0	31	35	354	0	39	0	109	290	96	0	0	0	32	127	129	106	76	40	3	0	0	0	0	0	0	36	0	0	0	0	0	0	119	2670	0	258	0	186	0	0	0	9	0	0	0	0	379	34	23	0	0	0	11	108	67	0	0	31	13	12	0	0	0	0	0	15	0	20	198	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ASV99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	74	87	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
ASV100	0	0	0	199	11	0	54	100	0	0	0	191	0	54	55	0	0	0	0	0	0	0	0	321	126	2353	0	0	0	0	5547	0	0	0	13	0	0	0	0	0	0	0	0	26	28	14	0	0	0	0	14	0	0	0	0	0	16	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	51	24	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV101	0	404	0	0	0	91	274	1205	0	0	0	0	0	99	0	0	0	81	0	0	45	0	9642	0	120	46	0	0	0	0	0	0	0	0	0	0	0	395	1697	115	0	0	0	0	0	0	162	0	42	0	0	0	0	71	1783	0	0	0	46	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	1205	171	0	56	0	0	0	0	0	207	0	847	899	0	0	0	0	0	0	0	0	0	0	0	761	612	90	75	0	111	0	0	0	0	0	0	0	62	70	0
ASV102	299	114	270	0	0	47	0	0	0	0	0	0	0	0	0	36	184	0	0	0	2663	605	298	0	0	0	25	64	0	22	0	1044	270	83	0	0	0	18	0	63	1	143	35	0	0	0	35	0	0	0	0	0	146	18	0	0	0	0	81	17	400	646	0	0	0	0	0	0	60	1118	61	80	0	0	0	0	0	0	0	12	0	97	22	255	913	1926	463	355	308	87	44	0	105	97	0	0	0	412	399	184	0	0	0	0	154	143	47	51	0	0	21	18	0	0	0	47	35	602	41	75	0
ASV103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	723	0	6323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6985	239	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV105	0	0	0	27	11	989	26	3	0	0	0	0	7	0	6	0	0	432	47	273	0	0	0	0	0	0	0	0	159	233	34	126	35	26	0	0	0	165	407	198	0	32	0	0	0	0	33	31	25	0	0	0	78	44	52	16	42	15	101	0	7	0	24	6	6	171	156	169	10	40	152	22	0	0	0	0	13	6	49	25	24	0	0	4	250	232	258	123	83	38	45	278	32	36	0	15	56	99	147	105	28	18	122	8	25	60	0	13	0	0	6	27	70	44	0	0	12	0	13	34	56
